RatingID,UserID,WineID,Date,Rating,AveragedOver#Ratings
441,1137531,112189,2013-02-19 21:55:38,5.0,1
634,1149606,112945,2019-07-24 06:01:16,4.5,1
1433,1554825,137158,2016-11-28 16:25:12,3.5,1
1937,2019106,101568,2014-05-11 01:28:02,3.0,1
2378,1343378,101568,2016-01-02 21:48:35,3.5,1
2556,1188234,120679,2016-06-11 18:52:58,5.0,1
2652,1126768,111649,2016-07-29 19:05:02,5.0,1
2963,1059953,119105,2015-02-06 17:15:43,1.0,1
4711,1149606,111442,2019-04-17 00:24:19,4.0,1
7367,1188234,101908,2017-03-10 18:55:45,4.5,1
7424,1019033,102060,2016-09-23 21:15:30,5.0,1
7837,1217855,155605,2019-12-25 20:13:37,5.0,1
7890,1217855,111480,2019-12-25 20:30:23,4.0,1
7922,1217870,111430,2016-12-25 23:13:17,5.0,1
8142,1228140,137556,2021-09-03 12:39:24,5.0,1
8178,1175965,155312,2014-11-15 23:11:48,5.0,3
8287,1288344,136833,2017-12-16 12:27:38,1.0,1
9582,1400910,168841,2015-06-27 15:05:41,2.0,1
9718,1019033,159067,2019-07-26 22:30:31,5.0,1
10189,1132778,111481,2019-12-07 19:37:59,5.0,1
10194,1132778,127865,2019-12-07 19:40:08,5.0,2
10234,1003692,122480,2020-01-18 17:57:59,5.0,1
10272,1211536,111412,2016-12-09 12:44:37,5.0,4
10306,1211536,111413,2016-11-29 08:54:08,5.0,1
10401,1175775,111413,2018-09-20 02:12:39,5.0,1
10560,1638464,113802,2016-03-19 15:32:33,5.0,1
11164,1069473,111442,2021-10-24 06:51:34,4.5,1
11992,1188234,111437,2020-05-02 20:51:14,4.5,1
12232,1291925,149127,2014-07-31 15:01:41,4.0,1
12626,1149606,111401,2021-12-14 05:21:36,5.0,2
12808,1191857,111622,2015-01-14 23:26:58,5.0,3
14040,1400217,162520,2015-02-28 03:50:27,2.0,1
15381,1116031,138332,2014-06-06 20:06:05,3.5,1
16206,1288344,137050,2018-01-04 22:10:17,4.5,1
16411,1217741,112428,2016-12-19 00:02:52,5.0,1
16590,1819766,111432,2014-06-11 13:30:06,4.5,1
16649,1188234,111422,2016-12-31 20:04:17,4.5,1
16729,1966326,111406,2018-07-25 18:16:05,4.5,1
16882,1209297,111674,2014-01-30 21:20:43,5.0,2
17057,1819766,140311,2015-05-15 14:23:20,3.0,1
17476,1291925,111570,2014-07-31 02:48:48,4.25,2
17480,1211536,111813,2016-07-10 14:38:25,4.5,1
17553,1291925,112037,2013-12-19 15:06:07,4.5,1
17618,1322696,123420,2017-07-30 17:30:33,4.5,1
17622,1188234,111395,2019-12-06 21:21:00,5.0,3
17647,1149606,111422,2019-08-16 23:06:42,4.0,1
17891,1019033,101744,2018-12-14 21:22:05,5.0,1
18398,1291925,111432,2014-04-16 00:48:02,4.5,1
18487,1019033,114625,2016-09-23 17:52:27,4.0,1
18899,1634822,113749,2019-02-02 20:19:24,5.0,2
19664,1019033,111413,2020-01-31 17:07:14,5.0,1
19740,1026162,106892,2020-01-12 18:08:42,1.0,1
20272,1705797,135825,2021-11-05 20:17:16,5.0,1
20534,1149606,111475,2021-08-19 17:41:35,4.5,1
21082,1197351,139763,2014-04-05 17:49:54,3.5,1
21396,1019033,138443,2016-10-22 20:17:37,3.0,1
21763,1006846,139763,2016-04-10 17:17:51,5.0,1
22718,1542766,111393,2014-11-28 03:53:04,5.0,1
23051,1123387,155312,2020-01-03 20:21:26,5.0,1
23569,1757835,193812,2021-12-25 14:35:40,4.5,1
23598,1106146,116793,2020-11-11 12:16:37,5.0,1
23632,1270284,102156,2019-02-10 16:30:04,4.5,1
23794,1167377,179068,2015-01-05 18:51:27,2.0,1
24171,1387417,162507,2015-10-11 02:27:18,3.0,1
24319,1059311,111415,2021-04-25 18:26:41,4.5,1
24413,1145233,111393,2015-10-14 07:21:08,4.0,1
24420,1168209,156302,2021-03-14 09:59:32,4.5,1
24985,1669129,107089,2019-07-27 11:13:19,4.5,1
